A,Code,Name,City,Country,LA1,LA2,LA3,LA4,LO1,LO2,LO3,LO4,Alt,Lat,Long
LSGN,0000,0000,NEUCHATEL,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSGP,0000,0000,LA COTE,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSGS,SIR,SION,SION,SWITZERLAND,046,013,010,N,007,019,036,E,00482,46.219,7.327
LSGT,0000,0000,GRUYERES,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSGY,0000,0000,YVERDON-LES-BAINS,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSHA,0000,0000,GSTAAD,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSHC,0000,0000,COLLOMBEY-MURAZ,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSHG,0000,0000,GAMPEL,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSHS,0000,0000,SEZEGNIN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSMA,0000,ALPNACH,ALPNACH,SWITZERLAND,046,056,038,N,008,017,003,E,00446,46.944,8.284
LSMB,0000,0000,BERN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSMC,0000,ULRICHEN,ULRICHEN,SWITZERLAND,046,030,004,N,008,017,044,E,01348,46.501,8.296
LSMD,0000,DUBENDORF,DUBENDORF,SWITZERLAND,047,023,055,N,008,038,053,E,00449,47.399,8.648
LSME,0000,EMMEN,EMMEN,SWITZERLAND,047,005,032,N,008,018,018,E,00427,47.092,8.305
LSMF,0000,MOLLIS,MOLLIS,SWITZERLAND,047,004,043,N,009,003,053,E,00453,47.079,9.065
LSMG,0000,0000,SAANEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSMH,0000,0000,ST. STEPHAN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSMI,0000,INTERLAKEN,INTERLAKEN,SWITZERLAND,046,040,035,N,007,052,045,E,00577,46.676,7.879
LSMJ,0000,TURTMANN,TURTMANN,SWITZERLAND,046,018,014,N,007,042,052,E,00628,46.304,7.714
LSML,0000,0000,LODRINO,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSMM,0000,MEIRINGEN,MEIRINGEN,SWITZERLAND,046,044,036,N,008,006,036,E,00580,46.743,8.110
LSMN,0000,RARON,RARON,SWITZERLAND,046,018,013,N,007,049,024,E,00638,46.304,7.823
LSMO,0000,0000,LOCARNO,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSMP,0000,PAYERNE,PAYERNE,SWITZERLAND,046,050,035,N,006,054,054,E,00447,46.843,6.915
LSMR,0000,0000,AMBRI,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSMS,0000,0000,SION,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSMU,0000,BUOCHS AIRPORT,BUOCHS,SWITZERLAND,046,058,029,N,008,023,056,E,00449,46.975,8.399
LSPA,0000,0000,AMLIKON,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSPD,0000,0000,DITTINGEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSPF,0000,0000,SCHAFFHAUSEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSPH,0000,0000,WINTERTHUR,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSPK,0000,0000,HASENSTRICK,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSPL,0000,0000,LANGENTHAL,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSPN,0000,0000,TRIENGEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSPV,0000,0000,WANGEN-LACHEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSSS,0000,0000,GENEVA,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSSW,0000,ZURICH MET,ZURICH,SWITZERLAND,047,023,000,N,008,034,000,E,00000,47.383,8.567
LSTB,0000,0000,BELLECHASSE,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSTO,0000,0000,MOTIERS,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSTR,0000,0000,MONTRICHIER,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSXB,0000,0000,BALZERS,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSXD,0000,0000,DOMAT-EMS,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSXE,0000,0000,ERSTFELD,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSXG,0000,0000,GSTEIGWILER,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSXH,0000,0000,HOLZIKEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSXK,0000,0000,BENKEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSXL,0000,0000,LAUTERBRUNNEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSXM,SMV,0000,ST. MORITZ,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSXN,0000,0000,HALTIKON,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSXO,0000,0000,GOSSAU,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSXP,0000,0000,PFAFFENAU,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSXS,0000,0000,SCHINDELLEGI,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSXT,0000,0000,TROGEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSXU,0000,0000,UNTERVAZ,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSXV,0000,0000,SAN VITTORE,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSXW,0000,0000,WURENLINGEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSZA,LUG,LUGANO,LUGANO,SWITZERLAND,046,000,015,N,008,054,038,E,00279,46.004,8.911
LSZB,BRN,BERN BELP,BERN,SWITZERLAND,046,054,050,N,007,029,049,E,00510,46.914,7.497
LSZD,0000,0000,ASCONA,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSZE,0000,0000,BAD RAGAZ,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSZF,0000,0000,BIRRFELD,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSZG,0000,GRENCHEN,GRENCHEN,SWITZERLAND,047,010,053,N,007,025,001,E,00431,47.181,7.417
LSZH,ZRH,ZURICH,ZURICH,SWITZERLAND,047,027,053,N,008,032,057,E,00432,47.465,8.549
LSZI,0000,0000,FRICKTAL-SCHUPFART,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSZJ,0000,0000,COUTELARY,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSZK,0000,0000,SPECK-FEHRALTORF,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSZL,0000,0000,LOCARNO,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSZM,0000,0000,BASEL,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSZN,0000,0000,HAUSEN AM ALBIS,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSZO,0000,0000,LUZERN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSZP,0000,0000,BIEL,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSZR,ACH,ST GALLEN ALTENRHEIN,ALTENRHEIN,SWITZERLAND,047,029,006,N,009,033,038,E,00399,47.485,9.561
LSZS,SMV,SAMEDAN,SAMEDAN,SWITZERLAND,046,031,057,N,009,052,058,E,01707,46.532,9.883
LSZT,0000,0000,LOMMIS,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSZU,0000,0000,BUTTWIL,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSZV,0000,0000,SITTERDORF,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSZW,0000,0000,THUN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSZX,0000,0000,SCHANIS,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LSZY,0000,0000,PORRENTURY,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0.000,0.000
LTAA,0000,ANKARA ACC,ANKARA ACC/FIR/FIC,TURKEY,040,000,000,N,032,000,000,E,00000,40.000,32.000
LTAB,0000,GUVERCINLIK,ANKARA,TURKEY,039,056,005,N,032,044,026,E,00822,39.935,32.741
LTAC,ESB,ESENBOGA,ANKARA,TURKEY,040,007,041,N,032,059,042,E,00953,40.128,32.995
LTAD,ANK,ETIMESGUT,ANKARA,TURKEY,039,056,059,N,032,041,019,E,00800,39.950,32.689
LTAE,0000,AKINCI,ANKARA,TURKEY,040,004,044,N,032,033,056,E,00843,40.079,32.566
LTAF,ADA,ADANA,ADANA,TURKEY,036,058,055,N,035,016,049,E,00020,36.982,35.280
LTAG,ADA,INCIRLIK AB,ADANA,TURKEY,037,000,007,N,035,025,033,E,00073,37.002,35.426
LTAH,AFY,AFYON,AFYON,TURKEY,038,043,034,N,030,036,004,E,01009,38.726,30.601
LTAI,AYT,ANTALYA,ANTALYA,TURKEY,036,054,005,N,030,047,030,E,00054,36.901,30.792
LTAJ,GZT,OGUZELI,GAZIANTEP,TURKEY,036,056,053,N,037,028,045,E,00706,36.948,37.479
LTAK,0000,ISKENDERUN,ISKENDERUN,TURKEY,036,034,024,N,036,009,014,E,00008,36.573,36.154
LTAL,0000,KASTAMONU,KASTAMONU,TURKEY,041,018,050,N,033,047,045,E,01073,41.314,33.796
LTAM,0000,0000,KAYSERI,TURKEY,000,000,000,U,000,000,000,U,00000,0.000,0.000
LTAN,KYA,KONYA,KONYA,TURKEY,037,058,044,N,032,033,042,E,01031,37.979,32.562
LTAO,0000,0000,MALATYA,TURKEY,000,000,000,U,000,000,000,U,00000,0.000,0.000
LTAP,MZH,MERZIFON,MERZIFON,TURKEY,040,049,045,N,035,031,019,E,00545,40.829,35.522
LTAQ,SSX,SAMSUN AIRPORT,SAMSUN,TURKEY,041,016,035,N,036,018,013,E,00160,41.276,36.304
LTAR,VAS,SIVAS,SIVAS,TURKEY,039,048,049,N,036,054,012,E,01596,39.814,36.903
LTAS,0000,CAYCUMA,ZONGULDAK,TURKEY,041,030,057,N,032,005,059,E,00002,41.516,32.100
LTAT,MLX,ERHAC,MALATYA,TURKEY,038,026,009,N,038,005,030,E,00862,38.436,38.092
LTAU,ASR,ERKILET,KAYSERI,TURKEY,038,046,013,N,035,029,043,E,01069,38.770,35.495
LTAV,0000,SIVRIHISAR,SIVRIHISAR,TURKEY,039,027,005,N,031,021,055,E,00971,39.451,31.365
LTAW,0000,TOKAT,TOKAT,TURKEY,040,018,018,N,036,022,004,E,00559,40.305,36.368
LTAX,0000,ERDEMIR,EREGLI,TURKEY,041,015,016,N,031,024,054,E,00005,41.254,31.415
LTAY,DNZ,CARDAK,DENIZLI,TURKEY,037,047,006,N,029,042,004,E,00852,37.785,29.701
LTAZ,0000,KAPADOKYA,NEVSEHIR,TURKEY,038,046,018,N,034,032,003,E,00945,38.772,34.534
LTBA,IST,ATATURK,ISTANBUL,TURKEY,040,058,036,N,028,049,016,E,00050,40.977,28.821
LTBB,0000,0000,ISTANBUL FIR/ACC/FIC,TURKEY,000,000,000,U,000,000,000,U,00000,0.000,0.000
LTBC,0000,0000,ALASEHIR,TURKEY,000,000,000,U,000,000,000,U,00000,0.000,0.000
LTBD,0000,CILDIR,AYDIN,TURKEY,037,048,057,N,027,053,010,E,00032,37.816,27.886
LTBE,BTZ,BURSA,BURSA,TURKEY,040,013,054,N,029,000,033,E,00101,40.232,29.009
LTBF,BZI,BALIKESIR,BALIKESIR,TURKEY,039,037,008,N,027,055,029,E,00101,39.619,27.925
LTBG,BDM,BANDIRMA,BANDIRMA,TURKEY,040,019,004,N,027,058,039,E,00051,40.318,27.977
LTBH,0000,CANAKKALE,CANAKKALE,TURKEY,040,008,015,N,026,025,036,E,00008,40.138,26.427
LTBI,ESK,ESKISEHIR,ESKISEHIR,TURKEY,039,047,002,N,030,034,055,E,00787,39.784,30.582
LTBJ,ADB,ADNAN MENDERES,IZMIR,TURKEY,038,017,032,N,027,009,025,E,00126,38.292,27.157
LTBK,0000,GAZIEMIR,IZMIR,TURKEY,038,019,009,N,027,009,035,E,00132,38.319,27.160
LTBL,IGL,CIGLI,IZMIR,TURKEY,038,030,047,N,027,000,036,E,00006,38.513,27.010
LTBM,0000,ISPARTA,ISPARTA,TURKEY,037,047,007,N,030,034,054,E,00991,37.785,30.582
LTBN,0000,KUTAHYA,KUTAHYA,TURKEY,039,025,036,N,030,000,059,E,00921,39.427,30.016
LTBO,0000,USAK,USAK,TURKEY,038,040,052,N,029,028,017,E,00884,38.681,29.471
LTBP,0000,YALOVA,YALOVA,TURKEY,040,041,000,N,029,022,043,E,00002,40.683,29.379
LTBQ,0000,TOPEL,TOPEL,TURKEY,040,044,006,N,030,004,059,E,00056,40.735,30.083
LTBR,0000,YENISEHIR,YENISEHIR,TURKEY,040,015,018,N,029,033,045,E,00233,40.255,29.563
LTBS,DLM,DALAMAN,DALAMAN,TURKEY,036,042,047,N,028,047,033,E,00007,36.713,28.793
LTBT,0000,AKHISAR,AKHISAR,TURKEY,038,048,031,N,027,050,001,E,00075,38.809,27.834
LTBU,0000,CORLU,CORLU,TURKEY,041,008,017,N,027,055,008,E,00175,41.138,27.919
LTBV,0000,0000,BODRUM,TURKEY,000,000,000,U,000,000,000,U,00000,0.000,0.000
LTBW,0000,0000,ISTANBUL,TURKEY,000,000,000,U,000,000,000,U,00000,0.000,0.000
LTBX,0000,SAMANDIRA,ISTANBUL,TURKEY,040,059,034,N,029,012,059,E,00122,40.993,29.216
LTBY,0000,ANADOLU,ESKISSEHIR,TURKEY,039,048,035,N,030,031,010,E,00790,39.810,30.519
LTBZ,0000,0000,MANISA,TURKEY,000,000,000,U,000,000,000,U,00000,0.000,0.000
LTCA,EZS,ELAZIG,ELAZIG,TURKEY,038,036,024,N,039,017,029,E,00893,38.607,39.291
LTCB,0000,0000,AGRI,TURKEY,000,000,000,U,000,000,000,U,00000,0.000,0.000
LTCC,DIY,DIYARBAKIR,DIYABAKIR,TURKEY,037,053,037,N,040,012,002,E,00687,37.894,40.201
LTCD,ERC,ERZINCAN,ERZINCAN,TURKEY,039,042,036,N,039,031,034,E,01154,39.710,39.526
LTCE,ERZ,ERZURUM,ERZURUM,TURKEY,039,057,023,N,041,010,012,E,01757,39.956,41.170
LTCF,0000,KARS,KARS,TURKEY,040,033,044,N,043,006,054,E,01795,40.562,43.115
LTCG,TZX,TRABZON,TRABZON,TURKEY,040,059,042,N,039,047,023,E,00032,40.995,39.790
LTCH,0000,SANLIURFA,SANLIURFA,TURKEY,037,005,031,N,038,050,046,E,00453,37.092,38.846
LTCI,VAN,VAN,VAN,TURKEY,038,028,005,N,043,019,056,E,01669,38.468,43.332
LTCJ,BAL,BATMAN,BATMAN,TURKEY,037,055,044,N,041,006,058,E,00556,37.929,41.116
LTCK,0000,MUS,MUS,TURKEY,038,045,016,N,041,039,040,E,01268,38.754,41.661
LTCL,0000,SIIRT,SIIRT,TURKEY,037,058,043,N,041,050,025,E,00610,37.979,41.840
LTCM,0000,SINOP,NINIOP,TURKEY,042,001,008,N,035,004,045,E,00008,42.019,35.079
LTFA,0000,KAKLIC,IZMIR,TURKEY,038,031,003,N,026,058,038,E,00005,38.517,26.977
LTFB,0000,EFES,IZMIR,TURKEY,037,057,002,N,027,019,044,E,00004,37.951,27.329
LUBL,0000,BALTI,SALTSY,MOLDOVA,047,050,016,N,027,046,052,E,00232,47.838,27.781
LUCH,0000,0000,CAHUL,MOLDOVA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LUCL,0000,0000,CHADIR,MOLDOVA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LUCM,0000,0000,CAMENCA,MOLDOVA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LUKA,0000,0000,KICHINAU CAA,MOLDOVA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LUKK,KIV,CHISINAU,KICHINAU FIR/ACC/COM,MOLDOVA,046,055,040,N,028,055,053,E,00122,46.928,28.931
LUSR,0000,0000,SOROCA,MOLDOVA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LUTG,0000,0000,TIGHINA,MOLDOVA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LUTR,0000,0000,TIRASPOL,MOLDOVA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LWOH,OHD,OHRID,OHRID,FORMER MACEDONIA,041,010,047,N,020,044,032,E,00706,41.180,20.742
LWSK,SKP,SKOPJE,SKOPJE,FORMER MACEDONIA,041,057,041,N,021,037,017,E,00239,41.961,21.621
LXGB,GIB,GIBRALTAR,GIBRALTAR,GIBRALTAR,036,009,003,N,005,020,058,W,00005,36.151,-5.349
LYBA,0000,0000,BEOGRAD ACC,YUGOSLAVIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LYBE,BEG,BEOGRAD,BEOGRAD,YUGOSLAVIA,044,049,006,N,020,018,032,E,00103,44.818,20.309
LYNI,INI,0000,NIS,YUGOSLAVIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LYPG,TGD,PODGORICA,PODGORICA,YUGOSLAVIA,042,021,033,N,019,015,006,E,00037,42.359,19.252
LYPR,PRN,PRISTINA,PRISTINA,YUGOSLAVIA,042,034,022,N,021,002,009,E,00546,42.573,21.036
LYTV,TIV,TIVAT,TIVAT,YUGOSLAVIA,042,024,016,N,018,043,023,E,00007,42.404,18.723
LYVR,0000,VRSAC,VRSAC,YUGOSLAVIA,045,008,048,N,021,018,035,E,00085,45.147,21.310
LYYY,0000,0000,BEOGRAD AFTN CENTER,YUGOSLAVIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZBB,0000,0000,BRATISLAVA FIR,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZDB,0000,0000,DUBNICA,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZHL,0000,0000,HOLIC,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZIB,BTS,M R STEFANIK,BRATISLAVA,SLOVAKIA,048,010,012,N,017,012,045,E,00133,48.170,17.212
LZKC,0000,0000,HUMENNE,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZKZ,KSC,KOSICE,KOSICE,SLOVAKIA,048,039,047,N,021,014,028,E,00231,48.663,21.241
LZLU,0000,0000,LUCENEC,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZMA,0000,0000,MARTIN,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZMC,0000,MALACKY,MALACKY,SLOVAKIA,048,024,007,N,017,007,006,E,00207,48.402,17.118
LZNI,0000,0000,NITRA,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZNZ,0000,0000,NOVE ZAMKY,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZOC,0000,0000,ZVOLEN,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZPE,0000,0000,PRIEVIDZA,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZPP,PZY,PIESTANY,PIESTANY,SLOVAKIA,048,037,030,N,017,049,042,E,00167,48.625,17.828
LZPT,0000,0000,PARTIZANSKE,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZPW,0000,0000,PRESOV,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZRU,0000,0000,RUZOMBEROK,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZRY,0000,0000,SABINOV,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZSE,0000,0000,SENICA,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZSL,SLD,SLIAC,SLIAC,SLOVAKIA,048,038,016,N,019,008,002,E,00318,48.638,19.134
LZSV,0000,0000,SPISSKA NOVA VES,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZTN,0000,TRENCIN,TRENCIN,SLOVAKIA,048,051,054,N,017,059,032,E,00207,48.865,17.992
LZTR,0000,0000,TRNAVA,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZTT,TAT,TATRY,POPRAD,SLOVAKIA,049,004,024,N,020,014,027,E,00719,49.073,20.241
LZVB,0000,0000,BRATISLAVA,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
LZZI,0000,ZILINA,ZILINA,SLOVAKIA,049,013,054,N,018,036,049,E,00311,49.232,18.614
MBJT,GDT,0000,GRAND TURK,TURKS & CAICOS I.,000,000,000,U,000,000,000,U,00000,0.000,0.000
MBMC,MDS,0000,MIDDLE CAICOS,TURKS & CAICOS I.,000,000,000,U,000,000,000,U,00000,0.000,0.000
MBNC,NCA,NORTH CAICOS,NORTH CAICOS,TURKS & CAICOS I.,021,055,002,N,071,056,022,W,00004,21.917,-71.939
MBPI,0000,0000,PINE CAY,TURKS & CAICOS I.,000,000,000,U,000,000,000,U,00000,0.000,0.000
MBPV,PLS,PROVIDENCIALES,PROVIDENCIALES,TURKS & CAICOS I.,021,046,025,N,072,015,057,W,00005,21.774,-72.266
MBSC,XSC,SOUTH CAICOS,SOUTH CAICOS,TURKS & CAICOS I.,021,030,056,N,071,031,042,W,00002,21.516,-71.528
MBSY,SLX,0000,SALT CAY,TURKS & CAICOS I.,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDAB,0000,ARROYO BARRIL,SAMANA,DOMINICAN REPUBLIC,019,011,055,N,069,025,048,W,00036,19.199,-69.430
MDAD,0000,0000,AZUA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDAN,0000,0000,COTUI,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDBA,0000,0000,CONSUELO,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDBC,0000,0000,LA ROMANA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDBE,0000,0000,LA ROMANA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDBG,0000,0000,HIGUEY,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDBH,BRX,MARIA MONTEZ INTERNATIONAL,BARAHONA,DOMINICAN REPUBLIC,018,015,005,N,071,007,013,W,00004,18.251,-71.120
MDBL,0000,0000,BOCA CHICA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDBM,0000,0000,SAN PEDRO DE MACORIS,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDCO,0000,0000,CONSUELO,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDCR,0000,CABO ROJO,CABO ROJO,DOMINICAN REPUBLIC,017,055,044,N,071,038,041,W,00011,17.929,-71.645
MDCS,0000,0000,SANTO DOMINGO ACC,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDCZ,0000,CONSTANZA,CONSTANZA,DOMINICAN REPUBLIC,018,054,029,N,070,043,012,W,01076,18.908,-70.720
MDDJ,0000,0000,DAJABON,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDEP,0000,0000,LA VEGA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDER,0000,0000,LA VEGA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDES,0000,0000,ESPERANZA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDEV,0000,0000,EL VALLE,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDGM,0000,0000,SANTO DOMINGO,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDHE,HEX,HERRERA INTERNATIONAL,SANTO DOMINGO,DOMINICAN REPUBLIC,018,028,016,N,069,058,008,W,00061,18.471,-69.969
MDHN,0000,0000,ENRIQUILLO,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDIA,0000,0000,LA VEGA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDIQ,0000,0000,SAN PEDRO DE MACORIS,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDJI,0000,0000,JIMANI,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDJS,0000,0000,MONTE PLATA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDLC,0000,0000,PERDENALES,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDLI,0000,0000,LA ISABELA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDLL,0000,0000,LOS LLANOS SABANATOSA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDLM,0000,0000,SAN CHRISTOBAL,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDLR,LRM,LA ROMANA INTERNATIONAL,LA ROMANA,DOMINICAN REPUBLIC,018,027,007,N,068,054,042,W,00071,18.452,-68.912
MDLS,0000,0000,MONTE CRISTI,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDMA,0000,0000,HIGUEY,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDMB,0000,0000,MATA BONITA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDMC,0000,0000,MONTE CRISTY,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDPC,PUJ,PUNTA CANA INTERNATIONAL,PUNTA CANA,DOMINICAN REPUBLIC,018,034,002,N,068,021,048,W,00013,18.567,-68.363
MDPM,0000,0000,MAO,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDPO,0000,0000,SAMANA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDPP,POP,GREGORIO LUPERON INTERNATIONAL,PUERTO PLATA,DOMINICAN REPUBLIC,019,045,026,N,070,034,011,W,00005,19.757,-70.570
MDPV,0000,0000,PUERTO VIEJO,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDSA,0000,0000,SAN JUAN DE LA MAGUANA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
MDSB,0000,0000,SABANA DE LA MAR,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0.000,0.000
